grupo,clave,valor,etiqueta,descripcion_es,enlace_wiki
Tipo de cocina,cuisine,spanish,cuisine=spanish,Española,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dspanish
Tipo de cocina,cuisine,peruvian,cuisine=peruvian,Peruana,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dperuvian
Tipo de cocina,cuisine,argentinian,cuisine=argentinian,Argentina,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dargentinian
Tipo de cocina,cuisine,kebab,cuisine=kebab,Kebab,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dkebab
Tipo de cocina,cuisine,vegetarian,cuisine=vegetarian,Vegetariana,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dvegetarian
Tipo de cocina,cuisine,vegan,cuisine=vegan,Vegana,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dvegan
Tipo de cocina,cuisine,coffee_shop,cuisine=coffee_shop,Cafetería,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dcoffee_shop
Tipo de cocina,cuisine,bakery,cuisine=bakery,Panadería,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dbakery
Tipo de cocina,cuisine,dessert,cuisine=dessert,Postres,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Ddessert
Tipo de cocina,cuisine,ice_cream,cuisine=ice_cream,Helados,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dice_cream
Tipo de cocina,cuisine,cake,cuisine=cake,Pasteles,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dcake
Tipo de cocina,cuisine,donut,cuisine=donut,Donas,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Ddonut
Tipo de cocina,cuisine,juice,cuisine=juice,Jugos / licuados,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Djuice
Tipo de cocina,cuisine,bubble_tea,cuisine=bubble_tea,Bubble tea,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dbubble_tea
Tipo de cocina,cuisine,breakfast,cuisine=breakfast,Desayunos,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dbreakfast
Tipo de cocina,cuisine,noodle,cuisine=noodle,Fideos,https://wiki.openstreetmap.org/wiki/Tag:cuisine%3Dnoodle
Patrimonio histórico,historic,monument,historic=monument,Monumento,https://wiki.openstreetmap.org/wiki/Tag:historic%3Dmonument
Patrimonio histórico,historic,memorial,historic=memorial,Memorial / placa conmemorativa,https://wiki.openstreetmap.org/wiki/Tag:historic%3Dmemorial
Patrimonio histórico,historic,ruins,historic=ruins,Ruinas,https://wiki.openstreetmap.org/wiki/Tag:historic%3Druins
Patrimonio histórico,historic,archaeological_site,historic=archaeological_site,Sitio arqueológico,https://wiki.openstreetmap.org/wiki/Tag:historic%3Darchaeological_site
Patrimonio histórico,historic,castle,historic=castle,Castillo,https://wiki.openstreetmap.org/wiki/Tag:historic%3Dcastle
Patrimonio histórico,historic,fort,historic=fort,Fuerte,https://wiki.openstreetmap.org/wiki/Tag:historic%3Dfort
Patrimonio histórico,historic,building,historic=building,Edificio histórico,https://wiki.openstreetmap.org/wiki/Tag:historic%3Dbuilding
Patrimonio histórico,historic,church,historic=church,Iglesia histórica,https://wiki.openstreetmap.org/wiki/Tag:historic%3Dchurch
Patrimonio histórico,historic,manor,historic=manor,Casona / hacienda,https://wiki.openstreetmap.org/wiki/Tag:historic%3Dmanor
Patrimonio histórico,historic,wayside_cross,historic=wayside_cross,Cruz de camino,https://wiki.openstreetmap.org/wiki/Tag:historic%3Dwayside_cross
Patrimonio histórico,historic,wayside_shrine,historic=wayside_shrine,Ermita / nicho,https://wiki.openstreetmap.org/wiki/Tag:historic%3Dwayside_shrine
Patrimonio histórico,historic,boundary_stone,historic=boundary_stone,Mojón histórico,https://wiki.openstreetmap.org/wiki/Tag:historic%3Dboundary_stone
Patrimonio histórico,historic,tomb,historic=tomb,Tumba,https://wiki.openstreetmap.org/wiki/Tag:historic%3Dtomb
Patrimonio histórico,historic,battlefield,historic=battlefield,Campo de batalla,https://wiki.openstreetmap.org/wiki/Tag:historic%3Dbattlefield
Patrimonio histórico,historic,aircraft,historic=aircraft,Aeronave histórica,https://wiki.openstreetmap.org/wiki/Tag:historic%3Daircraft
Patrimonio histórico,historic,ship,historic=ship,Barco histórico,https://wiki.openstreetmap.org/wiki/Tag:historic%3Dship
Patrimonio histórico,historic,cannon,historic=cannon,Cañón,https://wiki.openstreetmap.org/wiki/Tag:historic%3Dcannon
Patrimonio histórico,historic,milestone,historic=milestone,Hito kilométrico histórico,https://wiki.openstreetmap.org/wiki/Tag:historic%3Dmilestone
Patrimonio histórico,historic,city_gate,historic=city_gate,Puerta de ciudad,https://wiki.openstreetmap.org/wiki/Tag:historic%3Dcity_gate
Patrimonio histórico,historic,citywalls,historic=citywalls,Murallas,https://wiki.openstreetmap.org/wiki/Tag:historic%3Dcitywalls
Patrimonio histórico,historic,yes,historic=yes,Sitio histórico sin tipo definido,https://wiki.openstreetmap.org/wiki/Tag:historic%3Dyes
Infraestructura y estructuras,man_made,tower,man_made=tower,Torre,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dtower
Infraestructura y estructuras,man_made,mast,man_made=mast,Mástil / antena,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dmast
Infraestructura y estructuras,man_made,communications_tower,man_made=communications_tower,Torre de comunicaciones,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dcommunications_tower
Infraestructura y estructuras,man_made,antenna,man_made=antenna,Antena,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dantenna
Infraestructura y estructuras,man_made,water_tower,man_made=water_tower,Tanque elevado de agua,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dwater_tower
Infraestructura y estructuras,man_made,water_well,man_made=water_well,Pozo,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dwater_well
Infraestructura y estructuras,man_made,water_works,man_made=water_works,Planta potabilizadora,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dwater_works
Infraestructura y estructuras,man_made,wastewater_plant,man_made=wastewater_plant,Planta de tratamiento de aguas residuales,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dwastewater_plant
Infraestructura y estructuras,man_made,pumping_station,man_made=pumping_station,Estación de bombeo,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dpumping_station
Infraestructura y estructuras,man_made,reservoir_covered,man_made=reservoir_covered,Tanque cubierto,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dreservoir_covered
Infraestructura y estructuras,man_made,storage_tank,man_made=storage_tank,Tanque de almacenamiento,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dstorage_tank
Infraestructura y estructuras,man_made,silo,man_made=silo,Silo,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dsilo
Infraestructura y estructuras,man_made,works,man_made=works,Planta industrial / fábrica,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dworks
Infraestructura y estructuras,man_made,chimney,man_made=chimney,Chimenea industrial,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dchimney
Infraestructura y estructuras,man_made,pier,man_made=pier,Muelle,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dpier
Infraestructura y estructuras,man_made,breakwater,man_made=breakwater,Rompeolas,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dbreakwater
Infraestructura y estructuras,man_made,groyne,man_made=groyne,Espigón,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dgroyne
Infraestructura y estructuras,man_made,lighthouse,man_made=lighthouse,Faro,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dlighthouse
Infraestructura y estructuras,man_made,bridge,man_made=bridge,Puente (estructura),https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dbridge
Infraestructura y estructuras,man_made,pipeline,man_made=pipeline,Tubería / oleoducto,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dpipeline
Infraestructura y estructuras,man_made,crane,man_made=crane,Grúa,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dcrane
Infraestructura y estructuras,man_made,kiln,man_made=kiln,Horno,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dkiln
Infraestructura y estructuras,man_made,windmill,man_made=windmill,Molino de viento,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dwindmill
Infraestructura y estructuras,man_made,adit,man_made=adit,Bocamina,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dadit
Infraestructura y estructuras,man_made,mineshaft,man_made=mineshaft,Pozo de mina,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dmineshaft
Infraestructura y estructuras,man_made,petroleum_well,man_made=petroleum_well,Pozo petrolero,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dpetroleum_well
Infraestructura y estructuras,man_made,surveillance,man_made=surveillance,Cámara de vigilancia,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dsurveillance
Infraestructura y estructuras,man_made,street_cabinet,man_made=street_cabinet,Gabinete de servicios,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dstreet_cabinet
Infraestructura y estructuras,man_made,monitoring_station,man_made=monitoring_station,Estación de monitoreo,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dmonitoring_station
Infraestructura y estructuras,man_made,observatory,man_made=observatory,Observatorio,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dobservatory
Infraestructura y estructuras,man_made,telescope,man_made=telescope,Telescopio,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dtelescope
Infraestructura y estructuras,man_made,flagpole,man_made=flagpole,Asta de bandera,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dflagpole
Infraestructura y estructuras,man_made,obelisk,man_made=obelisk,Obelisco,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dobelisk
Infraestructura y estructuras,man_made,cross,man_made=cross,Cruz,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dcross
Infraestructura y estructuras,man_made,embankment,man_made=embankment,Terraplén,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dembankment
Infraestructura y estructuras,man_made,dyke,man_made=dyke,Dique,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Ddyke
Infraestructura y estructuras,man_made,cutline,man_made=cutline,Brecha / cortafuegos,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dcutline
Infraestructura y estructuras,man_made,beacon,man_made=beacon,Baliza,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dbeacon
Infraestructura y estructuras,man_made,survey_point,man_made=survey_point,Punto geodésico,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dsurvey_point
Infraestructura y estructuras,man_made,utility_pole,man_made=utility_pole,Poste,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dutility_pole
Infraestructura y estructuras,man_made,wildlife_crossing,man_made=wildlife_crossing,Paso de fauna,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dwildlife_crossing
Infraestructura y estructuras,man_made,courtyard,man_made=courtyard,Patio interior,https://wiki.openstreetmap.org/wiki/Tag:man_made%3Dcourtyard
Elementos naturales,natural,beach,natural=beach,Playa,https://wiki.openstreetmap.org/wiki/Tag:natural%3Dbeach
Elementos naturales,natural,volcano,natural=volcano,Volcán,https://wiki.openstreetmap.org/wiki/Tag:natural%3Dvolcano
Elementos naturales,natural,peak,natural=peak,Cima / cerro,https://wiki.openstreetmap.org/wiki/Tag:natural%3Dpeak
Elementos naturales,natural,water,natural=water,"Cuerpo de agua (lago, laguna, estero)",https://wiki.openstreetmap.org/wiki/Tag:natural%3Dwater
Elementos naturales,natural,coastline,natural=coastline,Línea de costa,https://wiki.openstreetmap.org/wiki/Tag:natural%3Dcoastline
Elementos naturales,natural,wood,natural=wood,Bosque natural,https://wiki.openstreetmap.org/wiki/Tag:natural%3Dwood
Elementos naturales,natural,scrub,natural=scrub,Matorral,https://wiki.openstreetmap.org/wiki/Tag:natural%3Dscrub
Elementos naturales,natural,grassland,natural=grassland,Pastizal natural,https://wiki.openstreetmap.org/wiki/Tag:natural%3Dgrassland
Elementos naturales,natural,heath,natural=heath,Brezal,https://wiki.openstreetmap.org/wiki/Tag:natural%3Dheath
Elementos naturales,natural,wetland,natural=wetland,Humedal / manglar,https://wiki.openstreetmap.org/wiki/Tag:natural%3Dwetland
Elementos naturales,natural,bay,natural=bay,Bahía,https://wiki.openstreetmap.org/wiki/Tag:natural%3Dbay
Elementos naturales,natural,cape,natural=cape,Cabo / punta,https://wiki.openstreetmap.org/wiki/Tag:natural%3Dcape
Elementos naturales,natural,cliff,natural=cliff,Acantilado,https://wiki.openstreetmap.org/wiki/Tag:natural%3Dcliff
Elementos naturales,natural,sand,natural=sand,Arena,https://wiki.openstreetmap.org/wiki/Tag:natural%3Dsand
Elementos naturales,natural,spring,natural=spring,Nacimiento / manantial,https://wiki.openstreetmap.org/wiki/Tag:natural%3Dspring
Elementos naturales,natural,hot_spring,natural=hot_spring,Aguas termales,https://wiki.openstreetmap.org/wiki/Tag:natural%3Dhot_spring
Elementos naturales,natural,geyser,natural=geyser,Géiser,https://wiki.openstreetmap.org/wiki/Tag:natural%3Dgeyser
Elementos naturales,natural,cave_entrance,natural=cave_entrance,Entrada de cueva,https://wiki.openstreetmap.org/wiki/Tag:natural%3Dcave_entrance
Elementos naturales,natural,tree,natural=tree,Árbol,https://wiki.openstreetmap.org/wiki/Tag:natural%3Dtree
Elementos naturales,natural,tree_row,natural=tree_row,Hilera de árboles,https://wiki.openstreetmap.org/wiki/Tag:natural%3Dtree_row
Elementos naturales,natural,rock,natural=rock,Roca,https://wiki.openstreetmap.org/wiki/Tag:natural%3Drock
Elementos naturales,natural,stone,natural=stone,Piedra,https://wiki.openstreetmap.org/wiki/Tag:natural%3Dstone
Elementos naturales,natural,bare_rock,natural=bare_rock,Roca desnuda,https://wiki.openstreetmap.org/wiki/Tag:natural%3Dbare_rock
Elementos naturales,natural,scree,natural=scree,Pedregal,https://wiki.openstreetmap.org/wiki/Tag:natural%3Dscree
Elementos naturales,natural,shingle,natural=shingle,Guijarros,https://wiki.openstreetmap.org/wiki/Tag:natural%3Dshingle
Elementos naturales,natural,ridge,natural=ridge,Cresta / cordillera,https://wiki.openstreetmap.org/wiki/Tag:natural%3Dridge
Elementos naturales,natural,valley,natural=valley,Valle,https://wiki.openstreetmap.org/wiki/Tag:natural%3Dvalley
Elementos naturales,natural,saddle,natural=saddle,Collado,https://wiki.openstreetmap.org/wiki/Tag:natural%3Dsaddle
Elementos naturales,natural,reef,natural=reef,Arrecife,https://wiki.openstreetmap.org/wiki/Tag:natural%3Dreef
Elementos naturales,natural,shoal,natural=shoal,Bajo / banco de arena,https://wiki.openstreetmap.org/wiki/Tag:natural%3Dshoal
Elementos naturales,natural,strait,natural=strait,Estrecho,https://wiki.openstreetmap.org/wiki/Tag:natural%3Dstrait
Elementos naturales,natural,mud,natural=mud,Lodo,https://wiki.openstreetmap.org/wiki/Tag:natural%3Dmud
Elementos naturales,natural,sinkhole,natural=sinkhole,Sumidero,https://wiki.openstreetmap.org/wiki/Tag:natural%3Dsinkhole
Transporte público,public_transport,platform,public_transport=platform,Plataforma / parada,https://wiki.openstreetmap.org/wiki/Tag:public_transport%3Dplatform
Transporte público,public_transport,stop_position,public_transport=stop_position,Posición de parada del vehículo,https://wiki.openstreetmap.org/wiki/Tag:public_transport%3Dstop_position
Transporte público,public_transport,station,public_transport=station,Estación / terminal,https://wiki.openstreetmap.org/wiki/Tag:public_transport%3Dstation
Transporte público,public_transport,stop_area,public_transport=stop_area,Área de parada (relación),https://wiki.openstreetmap.org/wiki/Tag:public_transport%3Dstop_area
Transporte público,public_transport,stop_area_group,public_transport=stop_area_group,Grupo de áreas de parada,https://wiki.openstreetmap.org/wiki/Tag:public_transport%3Dstop_area_group
Aeropuertos y aviación,aeroway,aerodrome,aeroway=aerodrome,Aeropuerto / aeródromo,https://wiki.openstreetmap.org/wiki/Tag:aeroway%3Daerodrome
Aeropuertos y aviación,aeroway,terminal,aeroway=terminal,Terminal aérea,https://wiki.openstreetmap.org/wiki/Tag:aeroway%3Dterminal
Aeropuertos y aviación,aeroway,runway,aeroway=runway,Pista,https://wiki.openstreetmap.org/wiki/Tag:aeroway%3Drunway
Aeropuertos y aviación,aeroway,taxiway,aeroway=taxiway,Calle de rodaje,https://wiki.openstreetmap.org/wiki/Tag:aeroway%3Dtaxiway
Aeropuertos y aviación,aeroway,apron,aeroway=apron,Plataforma de estacionamiento de aeronaves,https://wiki.openstreetmap.org/wiki/Tag:aeroway%3Dapron
Aeropuertos y aviación,aeroway,helipad,aeroway=helipad,Helipuerto,https://wiki.openstreetmap.org/wiki/Tag:aeroway%3Dhelipad
Aeropuertos y aviación,aeroway,heliport,aeroway=heliport,Heliopuerto (instalación),https://wiki.openstreetmap.org/wiki/Tag:aeroway%3Dheliport
Aeropuertos y aviación,aeroway,hangar,aeroway=hangar,Hangar,https://wiki.openstreetmap.org/wiki/Tag:aeroway%3Dhangar
Aeropuertos y aviación,aeroway,gate,aeroway=gate,Puerta de embarque,https://wiki.openstreetmap.org/wiki/Tag:aeroway%3Dgate
Aeropuertos y aviación,aeroway,navigationaid,aeroway=navigationaid,Ayuda a la navegación,https://wiki.openstreetmap.org/wiki/Tag:aeroway%3Dnavigationaid
Aeropuertos y aviación,aeroway,windsock,aeroway=windsock,Manga de viento,https://wiki.openstreetmap.org/wiki/Tag:aeroway%3Dwindsock
Aeropuertos y aviación,aeroway,parking_position,aeroway=parking_position,Posición de estacionamiento,https://wiki.openstreetmap.org/wiki/Tag:aeroway%3Dparking_position
Aeropuertos y aviación,aeroway,spaceport,aeroway=spaceport,Puerto espacial,https://wiki.openstreetmap.org/wiki/Tag:aeroway%3Dspaceport
Emergencias,emergency,fire_hydrant,emergency=fire_hydrant,Hidrante,https://wiki.openstreetmap.org/wiki/Tag:emergency%3Dfire_hydrant
Emergencias,emergency,defibrillator,emergency=defibrillator,Desfibrilador,https://wiki.openstreetmap.org/wiki/Tag:emergency%3Ddefibrillator
Emergencias,emergency,phone,emergency=phone,Teléfono de emergencia,https://wiki.openstreetmap.org/wiki/Tag:emergency%3Dphone
Emergencias,emergency,ambulance_station,emergency=ambulance_station,Base de ambulancias,https://wiki.openstreetmap.org/wiki/Tag:emergency%3Dambulance_station
Emergencias,emergency,water_tank,emergency=water_tank,Tanque de agua contra incendios,https://wiki.openstreetmap.org/wiki/Tag:emergency%3Dwater_tank
Emergencias,emergency,fire_water_pond,emergency=fire_water_pond,Estanque contra incendios,https://wiki.openstreetmap.org/wiki/Tag:emergency%3Dfire_water_pond
Emergencias,emergency,suction_point,emergency=suction_point,Punto de succión,https://wiki.openstreetmap.org/wiki/Tag:emergency%3Dsuction_point
Emergencias,emergency,siren,emergency=siren,Sirena,https://wiki.openstreetmap.org/wiki/Tag:emergency%3Dsiren
Emergencias,emergency,assembly_point,emergency=assembly_point,Punto de reunión,https://wiki.openstreetmap.org/wiki/Tag:emergency%3Dassembly_point
Emergencias,emergency,lifeguard,emergency=lifeguard,Salvavidas,https://wiki.openstreetmap.org/wiki/Tag:emergency%3Dlifeguard
Emergencias,emergency,life_ring,emergency=life_ring,Salvavidas (aro),https://wiki.openstreetmap.org/wiki/Tag:emergency%3Dlife_ring
Emergencias,emergency,fire_extinguisher,emergency=fire_extinguisher,Extintor,https://wiki.openstreetmap.org/wiki/Tag:emergency%3Dfire_extinguisher
Emergencias,emergency,access_point,emergency=access_point,Punto de acceso de rescate,https://wiki.openstreetmap.org/wiki/Tag:emergency%3Daccess_point
Emergencias,emergency,first_aid_kit,emergency=first_aid_kit,Botiquín,https://wiki.openstreetmap.org/wiki/Tag:emergency%3Dfirst_aid_kit
Emergencias,emergency,emergency_ward_entrance,emergency=emergency_ward_entrance,Entrada de emergencias (hospital),https://wiki.openstreetmap.org/wiki/Tag:emergency%3Demergency_ward_entrance
Emergencias,emergency,landing_site,emergency=landing_site,Zona de aterrizaje de emergencia,https://wiki.openstreetmap.org/wiki/Tag:emergency%3Dlanding_site
Emergencias,emergency,water_rescue,emergency=water_rescue,Rescate acuático,https://wiki.openstreetmap.org/wiki/Tag:emergency%3Dwater_rescue
Emergencias,emergency,mountain_rescue,emergency=mountain_rescue,Rescate de montaña,https://wiki.openstreetmap.org/wiki/Tag:emergency%3Dmountain_rescue
Emergencias,emergency,disaster_response,emergency=disaster_response,Respuesta a desastres,https://wiki.openstreetmap.org/wiki/Tag:emergency%3Ddisaster_response
Clubes y asociaciones,club,sport,club=sport,Club deportivo,https://wiki.openstreetmap.org/wiki/Tag:club%3Dsport
Clubes y asociaciones,club,social,club=social,Club social,https://wiki.openstreetmap.org/wiki/Tag:club%3Dsocial
Clubes y asociaciones,club,culture,club=culture,Club cultural,https://wiki.openstreetmap.org/wiki/Tag:club%3Dculture
Clubes y asociaciones,club,veterans,club=veterans,Veteranos,https://wiki.openstreetmap.org/wiki/Tag:club%3Dveterans
Clubes y asociaciones,club,youth,club=youth,Club juvenil,https://wiki.openstreetmap.org/wiki/Tag:club%3Dyouth
Clubes y asociaciones,club,scout,club=scout,Scouts,https://wiki.openstreetmap.org/wiki/Tag:club%3Dscout
Clubes y asociaciones,club,music,club=music,Club de música,https://wiki.openstreetmap.org/wiki/Tag:club%3Dmusic
Clubes y asociaciones,club,automobile,club=automobile,Club automovilístico,https://wiki.openstreetmap.org/wiki/Tag:club%3Dautomobile
Clubes y asociaciones,club,motorcycle,club=motorcycle,Club de motociclistas,https://wiki.openstreetmap.org/wiki/Tag:club%3Dmotorcycle
Clubes y asociaciones,club,chess,club=chess,Club de ajedrez,https://wiki.openstreetmap.org/wiki/Tag:club%3Dchess
Clubes y asociaciones,club,fan,club=fan,Club de fans / barra,https://wiki.openstreetmap.org/wiki/Tag:club%3Dfan
Clubes y asociaciones,club,freemasonry,club=freemasonry,Logia masónica,https://wiki.openstreetmap.org/wiki/Tag:club%3Dfreemasonry
Clubes y asociaciones,club,art,club=art,Club de arte,https://wiki.openstreetmap.org/wiki/Tag:club%3Dart
Clubes y asociaciones,club,charity,club=charity,"Club benéfico (Rotary, Leones...)",https://wiki.openstreetmap.org/wiki/Tag:club%3Dcharity
Clubes y asociaciones,club,computer,club=computer,Club de informática,https://wiki.openstreetmap.org/wiki/Tag:club%3Dcomputer
Clubes y asociaciones,club,ethnic,club=ethnic,Asociación étnica,https://wiki.openstreetmap.org/wiki/Tag:club%3Dethnic
Clubes y asociaciones,club,game,club=game,Club de juegos,https://wiki.openstreetmap.org/wiki/Tag:club%3Dgame
Clubes y asociaciones,club,history,club=history,Club de historia,https://wiki.openstreetmap.org/wiki/Tag:club%3Dhistory
Clubes y asociaciones,club,hunting,club=hunting,Club de caza,https://wiki.openstreetmap.org/wiki/Tag:club%3Dhunting
Clubes y asociaciones,club,nature,club=nature,Club de naturaleza,https://wiki.openstreetmap.org/wiki/Tag:club%3Dnature
Clubes y asociaciones,club,religion,club=religion,Asociación religiosa,https://wiki.openstreetmap.org/wiki/Tag:club%3Dreligion
Clubes y asociaciones,club,sailing,club=sailing,Club náutico,https://wiki.openstreetmap.org/wiki/Tag:club%3Dsailing
Clubes y asociaciones,club,shooting,club=shooting,Club de tiro,https://wiki.openstreetmap.org/wiki/Tag:club%3Dshooting
Clubes y asociaciones,club,animals,club=animals,Club de animales,https://wiki.openstreetmap.org/wiki/Tag:club%3Danimals
Clubes y asociaciones,club,fishing,club=fishing,Club de pesca,https://wiki.openstreetmap.org/wiki/Tag:club%3Dfishing
Clubes y asociaciones,club,dog,club=dog,Club canino,https://wiki.openstreetmap.org/wiki/Tag:club%3Ddog
Clubes y asociaciones,club,theatre,club=theatre,Grupo de teatro,https://wiki.openstreetmap.org/wiki/Tag:club%3Dtheatre
Lugares poblados,place,country,place=country,País,https://wiki.openstreetmap.org/wiki/Tag:place%3Dcountry
Lugares poblados,place,state,place=state,Estado,https://wiki.openstreetmap.org/wiki/Tag:place%3Dstate
Lugares poblados,place,region,place=region,Región,https://wiki.openstreetmap.org/wiki/Tag:place%3Dregion
Lugares poblados,place,province,place=province,Provincia,https://wiki.openstreetmap.org/wiki/Tag:place%3Dprovince
Lugares poblados,place,district,place=district,Distrito,https://wiki.openstreetmap.org/wiki/Tag:place%3Ddistrict
Lugares poblados,place,county,place=county,Condado,https://wiki.openstreetmap.org/wiki/Tag:place%3Dcounty
Lugares poblados,place,municipality,place=municipality,Municipio,https://wiki.openstreetmap.org/wiki/Tag:place%3Dmunicipality
Lugares poblados,place,city,place=city,Ciudad,https://wiki.openstreetmap.org/wiki/Tag:place%3Dcity
Lugares poblados,place,town,place=town,Ciudad pequeña / pueblo grande,https://wiki.openstreetmap.org/wiki/Tag:place%3Dtown
Lugares poblados,place,village,place=village,Pueblo / cantón,https://wiki.openstreetmap.org/wiki/Tag:place%3Dvillage
Lugares poblados,place,hamlet,place=hamlet,Caserío,https://wiki.openstreetmap.org/wiki/Tag:place%3Dhamlet
Lugares poblados,place,isolated_dwelling,place=isolated_dwelling,Vivienda aislada,https://wiki.openstreetmap.org/wiki/Tag:place%3Disolated_dwelling
Lugares poblados,place,farm,place=farm,Finca,https://wiki.openstreetmap.org/wiki/Tag:place%3Dfarm
Lugares poblados,place,suburb,place=suburb,Suburbio / zona de ciudad,https://wiki.openstreetmap.org/wiki/Tag:place%3Dsuburb
Lugares poblados,place,quarter,place=quarter,Barrio grande,https://wiki.openstreetmap.org/wiki/Tag:place%3Dquarter
Lugares poblados,place,neighbourhood,place=neighbourhood,Colonia / barrio,https://wiki.openstreetmap.org/wiki/Tag:place%3Dneighbourhood
Lugares poblados,place,city_block,place=city_block,Manzana / bloque,https://wiki.openstreetmap.org/wiki/Tag:place%3Dcity_block
Lugares poblados,place,borough,place=borough,Distrito municipal,https://wiki.openstreetmap.org/wiki/Tag:place%3Dborough
Lugares poblados,place,locality,place=locality,Paraje / lugar sin población,https://wiki.openstreetmap.org/wiki/Tag:place%3Dlocality
Lugares poblados,place,square,place=square,Plaza,https://wiki.openstreetmap.org/wiki/Tag:place%3Dsquare
Lugares poblados,place,island,place=island,Isla,https://wiki.openstreetmap.org/wiki/Tag:place%3Disland
Lugares poblados,place,islet,place=islet,Islote,https://wiki.openstreetmap.org/wiki/Tag:place%3Dislet
Lugares poblados,place,archipelago,place=archipelago,Archipiélago,https://wiki.openstreetmap.org/wiki/Tag:place%3Darchipelago
Lugares poblados,place,sea,place=sea,Mar,https://wiki.openstreetmap.org/wiki/Tag:place%3Dsea
Lugares poblados,place,ocean,place=ocean,Océano,https://wiki.openstreetmap.org/wiki/Tag:place%3Docean
Marcas y cadenas,brand,(texto libre),brand=(texto libre),"Nombre de la marca o cadena, p. ej. Súper Selectos, Pollo Campero, Walmart, Banco Agrícola. Suele ir con brand:wikidata.",https://wiki.openstreetmap.org/wiki/Key:brand
